name,rank_jump,first_year,second_year,rank_1,rank_2
juanya,1768,2000,2001,9683,7915
nikith,-1767,2017,2018,11780,13547
jubran,1767,2022,2023,13251,11484
micahi,-1767,2011,2012,11792,13559
shahram,1767,2023,2024,13854,12087
odhran,1766,2020,2021,13513,11747
gemayel,-1766,1984,1985,2390,4156
yutaka,1766,1913,1914,3257,1491
shayquan,1765,1994,1995,8647,6882
anup,1765,1996,1997,9093,7328
brack,1765,1921,1922,4411,2646
catarino,1765,2022,2023,9125,7360
jedediah,1765,2009,2010,4657,2892
inmar,1765,2008,2009,13289,11524
shabani,1764,2023,2024,13847,12083
loganjames,1764,2018,2019,13370,11606
elay,-1764,2020,2021,8248,10012
kohlten,1764,2010,2011,13411,11647
armend,1764,1999,2000,10027,8263
lazaro,1764,1916,1917,3710,1946
kajaun,-1764,2000,2001,9701,11465
jahkye,1763,2010,2011,10104,8341
joseandres,1763,2012,2013,13179,11416
liamm,1763,2018,2019,13362,11599
abdoulaye,1763,1998,1999,5467,3704
jaydus,1763,2011,2012,13172,11409
lytle,1763,1916,1917,4271,2508
harace,1762,1919,1920,4425,2663
doyal,1762,1963,1964,4213,2451
jacinto,1762,2021,2022,5001,3239
vyacheslav,-1762,2012,2013,12192,13954
krischan,-1762,2004,2005,10761,12523
kevonn,-1762,1997,1998,8753,10515
arael,1762,2009,2010,12621,10859
kolin,1762,2023,2024,7535,5773
gianluca,1761,1988,1989,6707,4946
daishawn,1761,2015,2016,7602,5841
kirolos,1761,2010,2011,13402,11641
eziquiel,-1761,2021,2022,11181,12942
copelin,1761,2023,2024,9073,7312
demonta,1761,2019,2020,9986,8225
author,1761,1974,1975,4681,2920
muhammadamin,1761,2021,2022,5271,3510
nazir,1760,1995,1996,5023,3263
panav,-1760,2017,2018,11836,13596
ezias,-1760,2021,2022,11180,12940
dometrius,1760,1992,1993,8781,7021
shakeim,1759,1994,1995,8634,6875
pual,-1759,1981,1982,5345,7104
dylanjames,-1759,2007,2008,11319,13078
stony,1759,1962,1963,3594,1835
jonavon,1758,2012,2013,13166,11408
adonay,1758,2009,2010,6439,4681
cederic,1758,1977,1978,5969,4211
charls,1758,1986,1987,6053,4295
jaison,-1757,2023,2024,4519,6276
hulon,1757,1957,1958,3740,1983
srinath,1757,2007,2008,14101,12344
samwell,1757,2023,2024,13814,12057
montavion,-1757,2008,2009,12081,13838
jaryan,-1757,2020,2021,11185,12942
dangelo,1757,1969,1970,4522,2765
raj,1756,1963,1964,3937,2181
revis,1756,1958,1959,4390,2634
sayvior,1755,2023,2024,13828,12073
harshal,-1755,2010,2011,11235,12990
chrisopher,-1755,1999,2000,8886,10641
kyriakos,-1755,1988,1989,6899,8654
allenmichael,1755,1996,1997,9058,7303
wasil,1755,1920,1921,4959,3204
heziah,-1754,2023,2024,8487,10241
muhammadisa,-1754,2023,2024,11796,13550
muhammadyunus,-1754,2023,2024,11798,13552
lual,-1753,2017,2018,11626,13379
armon,1753,1985,1986,3416,1663
higinio,1753,2008,2009,13259,11506
asmar,-1752,2006,2007,10777,12529
matthe,-1752,1987,1988,4467,6219
mikhale,-1752,2001,2002,10113,11865
leandros,1752,2018,2019,13339,11587
natas,-1752,2014,2015,11700,13452
kaimere,1751,2022,2023,10318,8567
deverick,-1751,1996,1997,6660,8411
miguelantonio,-1751,2001,2002,10110,11861
jarule,-1751,2001,2002,4995,6746
adalberto,1751,1926,1927,3710,1959
jorman,-1751,1994,1995,4411,6162
mikye,-1750,2008,2009,12070,13820
audon,-1750,2006,2007,10784,12534
eesah,-1750,2021,2022,8350,10100
warith,-1749,1980,1981,5505,7254
denico,1749,1990,1991,8434,6685
kwane,-1749,1994,1995,4982,6731
lansing,-1748,1998,1999,9157,10905
baxter,1748,1984,1985,4592,2844
lealon,1748,1920,1921,4068,2320
doil,1748,1916,1917,4069,2321
crandall,1747,1985,1986,5933,4186
jhosep,1747,2017,2018,13156,11409
avaughn,-1747,2006,2007,10792,12539
kirklan,-1747,1998,1999,6598,8345
nedal,-1747,2019,2020,11727,13474
jishnu,1746,2022,2023,13209,11463
jefte,1746,2017,2018,13135,11389
jereme,1746,2017,2018,13143,11397
aquiles,1746,2019,2020,5169,3423
buell,1746,1953,1954,3868,2122
jeser,1746,2012,2013,13134,11388
jakylin,1745,2011,2012,13119,11374
furnell,1745,1971,1972,5177,3432
makson,-1745,2017,2018,11661,13406
romeir,1745,2023,2024,13760,12015
hillel,1745,1994,1995,5224,3479
ludger,1745,1925,1926,4008,2263
mohnish,1745,2013,2014,13422,11677
jensin,1744,2017,2018,13139,11395
aikeem,1744,1995,1996,8895,7151
denzal,-1744,1996,1997,6654,8398
nahin,1744,2020,2021,13448,11704
rucker,1744,2023,2024,13771,12027
rudhvik,1744,2023,2024,13772,12028
jhayce,1743,2022,2023,13202,11459
rykar,1743,2023,2024,13780,12037
nemo,1743,2015,2016,13467,11724
milfred,1743,1936,1937,3414,1671
jordano,-1743,1997,1998,8675,10418
jerrad,1743,2012,2013,13129,11386
dietrick,1742,2001,2002,9585,7843
rody,1742,2023,2024,13754,12012
haig,-1742,2010,2011,11230,12972
kennet,1741,2010,2011,13350,11609
gamaliel,1741,1968,1969,4336,2595
jociah,1741,2017,2018,13163,11422
hezeki,1741,2019,2020,12850,11109
atthew,1741,1980,1981,4973,3232
riyaz,1740,2023,2024,13747,12007
jerrit,1740,1984,1985,5931,4191
melech,1739,2013,2014,13401,11662
kemarri,1739,2010,2011,13343,11604
kolten,1739,1987,1988,4772,3033
mayjor,-1738,2023,2024,11754,13492
jeric,1738,2022,2023,10276,8538
jorel,1738,2023,2024,7490,5752
jazer,1738,2012,2013,13109,11371
myrick,-1738,2019,2020,11706,13444
keidyn,1738,2010,2011,13330,11592
mustafe,-1737,2019,2020,11699,13436
loyde,1737,1920,1921,3690,1953
marrio,-1737,2008,2009,12038,13775
maycon,-1737,2023,2024,11753,13490
saevion,1736,2007,2008,14016,12280
phares,1736,1919,1920,4651,2915
elessar,-1736,2021,2022,11145,12881
jaxcen,1736,2022,2023,13162,11426
keiwan,-1736,2005,2006,9649,11385
jasahn,1735,2022,2023,13154,11419
selvin,1735,1995,1996,4468,2733
waymond,1735,2004,2005,13140,11405
richy,1735,2023,2024,13734,11999
nebiyu,-1735,2012,2013,8666,10401
ferdinando,1734,1974,1975,5474,3740
calum,1734,1989,1990,5219,3485
chadwyck,1734,1990,1991,7312,5578
kreighton,1734,2018,2019,13282,11548
herley,1734,1921,1922,4629,2895
hayyan,1733,2019,2020,12835,11102
rushank,-1733,2022,2023,12041,13774
irvan,1733,1927,1928,4479,2746
demitrios,-1732,2007,2008,11268,13000
kawaski,1732,1978,1979,5428,3696
plato,1732,1927,1928,4093,2361
jhonathon,-1732,1997,1998,8654,10386
rhet,1731,2023,2024,13727,11996
purcell,1730,1956,1957,4336,2606
kaustubh,1730,2010,2011,13302,11572
aasin,1730,1995,1996,8868,7138
jaharri,1730,2022,2023,13118,11388
ballard,1730,1961,1962,4109,2379
rickard,1729,1965,1966,4325,2596
greyer,1729,2019,2020,12805,11076
bronson,1729,1919,1920,3789,2060
carless,1729,1920,1921,4386,2657
gevin,1729,2008,2009,13195,11466
zak,1729,2020,2021,4848,3119
jaier,1729,2022,2023,13125,11396
heber,1728,1972,1973,5274,3546
thade,1728,2002,2003,7576,5848
akshith,1727,2009,2010,9892,8165
ivann,1727,2022,2023,13098,11371
melburn,1727,1936,1937,3891,2164
zeke,1727,1952,1953,4257,2530
primus,1727,1924,1925,4820,3093
jeremaiah,-1727,2000,2001,9629,11356
johngabriel,1726,2016,2017,13149,11423
mohanad,-1726,2019,2020,11683,13409
adriano,1726,1993,1994,4230,2504
melvern,1726,1917,1918,4373,2647
rohil,1725,2007,2008,13985,12260
dearies,1725,1992,1993,8703,6978
malekhi,-1725,2008,2009,12020,13745
theodorus,1724,2020,2021,10485,8761
gannicus,1724,2019,2020,12778,11054
migel,-1724,2014,2015,11668,13392
mihit,1724,2020,2021,13397,11673
mikari,1724,2020,2021,13400,11676
eliantte,-1724,2023,2024,8430,10154
tunney,1724,1926,1927,3364,1640
einer,-1723,2023,2024,8427,10150
jacody,1723,2012,2013,13012,11289
kenaniah,-1723,1998,1999,9094,10817
jaimin,1723,2017,2018,13073,11350
joxiel,1723,2016,2017,13169,11446
harce,1722,1921,1922,4613,2891
rivansh,1722,2021,2022,10559,8837
harles,1722,1934,1935,3899,2177
tysan,1722,2004,2005,13100,11378
jaidenn,1722,2012,2013,13032,11310
nasario,1722,2004,2005,8690,6968
khalifah,1721,2018,2019,13232,11511
harvel,1721,1934,1935,3901,2180
antwione,1721,1983,1984,6297,4576
tayvon,1721,1983,1984,7224,5503
jacaiden,1720,2012,2013,13006,11286
geomar,1720,2008,2009,13184,11464
daruis,1720,2001,2002,9532,7812
raynard,-1720,2022,2023,11990,13710
kristapher,1720,1982,1983,6057,4337
jerricho,1720,2016,2017,13116,11396
khameron,1720,2018,2019,13234,11514
jahlil,1719,1987,1988,5736,4017
donato,1719,2017,2018,5345,3626
yoshiharu,1719,1917,1918,4598,2879
alen,1719,1975,1976,4322,2603
melih,1719,2015,2016,13379,11660
izair,1719,2012,2013,12998,11279
garritt,1718,2008,2009,13177,11459
rhavi,-1718,2022,2023,12007,13725
ralf,1718,1967,1968,4412,2694
hersey,1718,1923,1924,4005,2287
wealth,1718,2021,2022,13957,12239
preacher,1718,2023,2024,13665,11947
waymon,1718,2021,2022,13956,12238
yuvraaj,1717,2009,2010,12455,10738
jenzen,1717,2016,2017,13106,11389
mayhem,-1717,2019,2020,11658,13375
lito,-1717,2023,2024,11686,13403
livio,-1717,2023,2024,11687,13404
luismanuel,1717,2014,2015,13285,11568
travonte,1717,2021,2022,13896,12179
erland,1717,1919,1920,4367,2650
taevyn,1717,2020,2021,10461,8744
diyar,-1717,2021,2022,11112,12829
liamgael,-1716,2023,2024,11680,13396
jayceion,1716,2021,2022,5648,3932
daquavious,1716,2001,2002,9520,7804
ladislaus,1716,1926,1927,4532,2816
reif,1716,2007,2008,13951,12235
ilijah,1716,1999,2000,7421,5705
burr,-1715,1975,1976,3997,5712
hardie,1715,1943,1944,3747,2032
jarryn,1715,2005,2006,7356,5641
odes,1714,1930,1931,3889,2175
ramiz,-1714,2022,2023,11979,13693
daxon,1714,2007,2008,4675,2961
exton,1713,2014,2015,9967,8254
luckas,1713,2014,2015,13280,11567
doanld,-1712,1985,1986,5300,7012
rayshard,1712,2007,2008,13943,12231
thian,1712,2021,2022,13872,12160
aquino,1712,1985,1986,6586,4874
kamrun,-1712,2004,2005,10666,12378
jabulani,-1711,1978,1979,4745,6456
htoo,1711,2011,2012,13022,11311
lobsang,1711,2014,2015,13271,11560
norberto,1711,2021,2022,6247,4536
toraino,-1711,1972,1973,2320,4031
manford,-1710,1981,1982,5271,6981
priansh,-1710,2022,2023,11957,13667
jaysten,1710,2016,2017,13085,11375
jayveion,1710,2016,2017,13088,11378
dhrish,-1710,2021,2022,11107,12817
esrael,1710,2019,2020,12732,11022
korrey,-1709,2001,2002,9997,11706
rajvir,-1709,2022,2023,11976,13685
cristhian,1709,1984,1985,6495,4786
ptolemy,-1709,2022,2023,11961,13670
kobby,-1709,2001,2002,9991,11700
hulen,1709,1947,1948,3978,2269
maxym,1709,2015,2016,13359,11650
xzavyer,1708,2009,2010,12424,10716
jerimiah,1708,1926,1927,4513,2805
ludo,1708,2020,2021,13300,11592
joahn,1708,2010,2011,13202,11494
antino,1708,1981,1982,6328,4620
grim,1708,2022,2023,13009,11301
deucalion,-1708,2021,2022,11099,12807
kevante,1707,1994,1995,6117,4410
greggory,1707,2022,2023,13006,11299
madoxx,1707,2013,2014,13320,11613
heaton,-1706,2020,2021,11104,12810
kushagra,1706,2013,2014,13229,11523
macallister,1706,2020,2021,13309,11603
ausitn,-1706,1999,2000,8799,10505
shafter,1706,1928,1929,4648,2942
makario,1705,2020,2021,13322,11617
sreyas,-1705,2009,2010,12274,13979
seward,1705,1939,1940,3436,1731
lewie,1705,1953,1954,3640,1935
paxxton,-1705,2022,2023,11943,13648
jameslee,-1705,2000,2001,9596,11301
jonquez,-1704,2001,2002,7192,8896
miqdad,1704,2023,2024,10423,8719
malyki,-1704,2019,2020,11628,13332
taeven,-1704,2009,2010,12297,14001
clavin,1704,1984,1985,6481,4777
gilmar,1703,2022,2023,12994,11291
flavio,1703,1928,1929,4362,2659
shigeki,1703,1920,1921,4884,3181
leoric,1702,2020,2021,13275,11573
kotah,-1702,2023,2024,11629,13331
poseidon,1702,2011,2012,7927,6225
kiefer,-1702,2023,2024,11600,13302
khoda,-1702,2023,2024,11594,13296
kiyair,-1702,2023,2024,11613,13315
jayzeon,-1701,2013,2014,8407,10108
triton,1701,1993,1994,8635,6934
kyryn,-1701,2023,2024,11652,13353
eshwar,-1701,2015,2016,11099,12800
taisei,1701,2021,2022,13831,12130
soumil,-1701,2009,2010,12272,13973
demarius,1700,2023,2024,6283,4583
laik,1700,2013,2014,13246,11546
earley,1700,1918,1919,3465,1765
angeldaniel,-1700,2007,2008,8217,9917
nixson,-1700,2022,2023,11886,13586
jaguar,1700,1994,1995,6623,4923
yeraldo,-1699,2007,2008,6603,8302
tamel,1699,2004,2005,13001,11302
rosendo,1699,1912,1913,2840,1141
oxley,1699,2021,2022,10505,8806
geovany,1699,1987,1988,5697,3998
tyaun,1697,2009,2010,12370,10673
jerrid,1697,2010,2011,13178,11481
izael,1697,2015,2016,4951,3254
jarreau,1696,1978,1979,5368,3672
tyle,1696,1987,1988,8075,6379
abhiraj,1696,2019,2020,9768,8072
johnross,-1696,1988,1989,6813,8509
edonis,1696,2019,2020,12687,10991
josephe,-1696,1998,1999,9024,10720
nicolis,1696,2007,2008,13827,12131
orbin,1695,1929,1930,3841,2146
nikodemus,1695,2023,2024,13582,11887
press,1695,1925,1926,4093,2398
mihcael,-1695,1990,1991,6223,7918
omkar,1695,2021,2022,10494,8799
severino,1695,1995,1996,8703,7008
darrio,1695,1989,1990,7165,5470
ladarian,1694,2014,2015,13213,11519
gaith,1694,2022,2023,12972,11278
christhopher,-1694,2007,2008,11165,12859
havish,1694,2022,2023,10178,8484
deken,1693,2006,2007,8905,7212
tadarrius,1693,2004,2005,12983,11290
leart,1693,2018,2019,10297,8604
wladyslaw,1692,1915,1916,3387,1695
casmere,1692,1916,1917,3997,2305
dorlan,1692,2019,2020,12664,10972
hisao,1692,1921,1922,3680,1988
charvis,1692,2001,2002,9455,7763
kenn,-1692,2017,2018,11515,13207
ranald,-1692,1959,1960,2779,4471
elijuah,-1692,2010,2011,11154,12846
nathanual,1691,2007,2008,13798,12107
normon,1691,1929,1930,3835,2144
isco,1691,2017,2018,10115,8424
anansi,-1690,2021,2022,8202,9892
dionel,-1690,2016,2017,11083,12773
nexus,1690,2023,2024,13571,11881
rakeim,-1690,1996,1997,8754,10444
jaiceyon,1690,2016,2017,13010,11320
gil,1689,1925,1926,4482,2793
rufino,1689,2020,2021,10389,8700
erish,-1689,2020,2021,11017,12706
trezdon,1689,2009,2010,12356,10667
tommylee,1688,1996,1997,8912,7224
keab,-1688,2023,2024,11553,13241
kedarrius,-1688,2001,2002,9937,11625
khabib,1688,2018,2019,10243,8555
jocqui,1688,1994,1995,4409,2721
kanton,-1687,2023,2024,11519,13206
keegon,-1687,2001,2002,9941,11628
rawleigh,1687,1949,1950,4098,2411
deno,-1687,1984,1985,5106,6793
geordon,-1687,2002,2003,9790,11477
kevian,-1686,2011,2012,11618,13304
masayuki,1686,1924,1925,4744,3058
brax,-1686,2023,2024,4238,5924
eldric,-1686,2015,2016,11070,12756
neptune,1686,2021,2022,10464,8778
estefano,1686,2012,2013,12848,11162
oshua,-1686,1988,1989,4380,6066
dextyn,1686,2019,2020,12631,10945
donnald,1685,1965,1966,4048,2363
kiyen,1685,2013,2014,13192,11507
hodari,1685,2017,2018,12983,11298
willey,1685,1921,1922,4312,2627
hezron,1684,2017,2018,12978,11294
ezikiel,1684,2022,2023,10135,8451
felder,1684,1921,1922,4564,2880
kennett,1684,2013,2014,13151,11467
kymon,-1683,2008,2009,11934,13617
eker,-1683,2015,2016,11069,12752
theoplis,1683,1927,1928,4739,3056
keltyn,-1682,2011,2012,11602,13284
kingjoseph,1682,2014,2015,13163,11481
savar,1681,2021,2022,13748,12067
demarre,-1681,2016,2017,11058,12739
adolpho,1680,1981,1982,6280,4600
kyandre,-1680,2008,2009,11931,13611
thearon,1680,1927,1928,4735,3055
kaelo,-1680,2023,2024,11493,13173
epik,1680,2022,2023,10124,8444
jayesh,1680,2010,2011,13138,11458
diaz,1680,1999,2000,7339,5659
daury,1679,2019,2020,12586,10907
kaung,-1679,2017,2018,11485,13164
eugean,1679,1932,1933,3945,2266
giankarlo,1678,2011,2012,12940,11262
kiylan,-1678,2018,2019,11541,13219
karsan,1678,2013,2014,13110,11432
erico,1678,1973,1974,4686,3008
mamoudou,1678,2023,2024,10376,8698
konstandinos,-1678,2008,2009,11918,13596
kiyoto,-1678,1925,1926,2852,4530
andrewjoseph,-1678,1999,2000,8768,10446
yuvin,1677,2019,2020,4948,3271
faruq,1677,2017,2018,12887,11210
kolbin,-1677,2008,2009,11917,13594
ulyss,-1677,1918,1919,3082,4759
kuran,1677,2020,2021,13214,11537
joh,-1677,1989,1990,5905,7582
gibbs,1677,2011,2012,12942,11265
jaydel,1676,2010,2011,13132,11456
kriyan,1676,2020,2021,13209,11533
mckennon,1676,2008,2009,8772,7096
kysean,1676,2005,2006,10899,9223
marrell,-1676,2013,2014,11657,13333
hoan,1676,1989,1990,8381,6705
tyone,-1676,1975,1976,4779,6455
sipriano,1675,1921,1922,4891,3216
tidus,1675,2005,2006,6175,4500
enos,1675,2009,2010,5158,3483
enner,1674,2017,2018,12859,11185
welborn,1674,1926,1927,4815,3141
lindan,-1674,2014,2015,11587,13261
raymel,1674,1995,1996,8642,6968
hulices,-1673,2005,2006,9488,11161
dijohn,1673,1991,1992,8543,6870
gadsden,1673,2017,2018,12897,11224
montavis,1672,2007,2008,13754,12082
daewon,-1672,2016,2017,11014,12686
treymon,-1672,2006,2007,10569,12241
alireza,1672,1977,1978,4604,2932
kamronbek,-1672,2017,2018,11473,13145
miachel,1672,1961,1962,3922,2250
luxon,-1672,2022,2023,11739,13411
hakiem,1672,2017,2018,12944,11272
eugine,1671,1926,1927,3500,1829
shigeru,1671,1914,1915,3217,1546
torron,-1671,1992,1993,8362,10033
zacheri,-1671,1995,1996,8849,10520
jibrael,1670,2018,2019,13066,11396
muhammadhamza,1670,2023,2024,13523,11853
dominyck,-1669,2015,2016,11035,12704
dervon,1668,1991,1992,8527,6859
eulas,1668,1930,1931,3393,1725
manville,1668,1919,1920,4556,2888
jowan,-1668,2011,2012,11523,13191
fredrich,-1668,1973,1974,3814,5482
jessiel,1668,2018,2019,13058,11390
jacquez,1668,2023,2024,7940,6272
keylor,1667,2015,2016,3743,2076
kaelob,1667,2013,2014,13074,11407
zerin,1667,2006,2007,14020,12353
tyri,-1667,2006,2007,10587,12254
eulis,1666,1946,1947,3682,2016
jadarius,1666,2022,2023,7986,6320
freeland,1666,1921,1922,3650,1984
jareese,-1666,2004,2005,10537,12203
spero,1666,1927,1928,4718,3052
tillmon,1665,1917,1918,4527,2862
verland,1665,1924,1925,3847,2182
deanthony,1665,1972,1973,4557,2892
thurmon,-1664,1975,1976,4755,6419
messias,1664,2021,2022,10414,8750
duel,1664,1928,1929,4306,2642
russo,1664,2021,2022,13707,12043
elario,1663,2022,2023,12874,11211
sabatino,1663,1927,1928,4697,3034
treyvion,1662,2022,2023,8914,7252
adnrew,1662,1988,1989,7286,5624
thorvald,1662,1917,1918,4522,2860
johander,-1662,2023,2024,11468,13130
liandro,1662,2023,2024,10343,8681
keyun,1661,2005,2006,10846,9185
jmar,-1661,2011,2012,11492,13153
cordai,1661,2019,2020,12532,10871
ibad,1661,2016,2017,12941,11280
eghosa,1660,2017,2018,12822,11162
jermine,-1660,2001,2002,9840,11500
howl,1660,2023,2024,7921,6261
delonta,1660,2008,2009,12990,11330
fritzgerald,1660,1989,1990,8324,6664
miaire,1660,2023,2024,13492,11832
avraham,1660,1974,1975,3872,2212
jerius,1659,2003,2004,10149,8490
oron,1659,1916,1917,4338,2679
gladstone,1659,1921,1922,4051,2392
joselito,1659,2007,2008,10304,8645
lias,-1659,2022,2023,11725,13384
jakevious,1659,2010,2011,13080,11421
weaver,1659,1930,1931,3985,2326
menua,1658,2023,2024,13485,11827
eliga,1658,1924,1925,3610,1952
lansana,-1657,2013,2014,11574,13231
mino,1657,2023,2024,13500,11843
abdurrahim,-1657,1976,1977,3471,5128
jandre,1657,2010,2011,13099,11442
dhaksh,-1657,2020,2021,10949,12606
jamarquez,-1657,1998,1999,8943,10600
damen,1657,2022,2023,7368,5711
erminio,1657,1929,1930,4154,2497
mccarthy,1656,2007,2008,13710,12054
caleel,-1656,2021,2022,11006,12662
chemar,-1656,2004,2005,7631,9287
benjerman,1656,1990,1991,8234,6578
okan,-1656,2009,2010,12064,13720
dhylan,1656,2012,2013,12744,11088
fermon,1656,1926,1927,4432,2776
ihor,1655,1956,1957,3706,2051
tibor,1655,1972,1973,5683,4028
laveon,1654,2015,2016,13231,11577
drayden,1654,2000,2001,5664,4010
orlondo,1654,1986,1987,6504,4850
toshiyuki,1653,1918,1919,4753,3100
standley,1653,1935,1936,4086,2433
laughlin,1653,2015,2016,13229,11576
jordanny,-1653,2017,2018,11431,13084
dominyk,1653,2017,2018,12784,11131
gilles,1652,1960,1961,4258,2606
okley,1652,1929,1930,4386,2734
hawkeye,1652,2016,2017,12913,11261
dontrel,1652,2017,2018,12789,11137
dempsy,1652,1921,1922,4504,2852
demier,-1652,2020,2021,10928,12580
orazio,-1651,2009,2010,12078,13729
brysonn,-1651,2021,2022,11000,12651
heliodoro,-1651,1997,1998,8556,10207
antiono,1651,1992,1993,8503,6852
conard,1650,1944,1945,3516,1866
dashal,1650,2012,2013,12692,11042
tayveon,1650,2022,2023,8899,7249
hovannes,-1649,1988,1989,6735,8384
dehaven,1649,2012,2013,12707,11058
anjay,1649,2006,2007,8773,7124
dmorea,1649,1996,1997,5281,3632
neako,-1649,2012,2013,11820,13469
nefi,-1649,2012,2013,11823,13472
yoshio,1649,2006,2007,13973,12324
tavare,1649,1974,1975,5918,4269
rondy,1649,1987,1988,6786,5137
demarkus,1649,2022,2023,10056,8407
dhyaan,1648,2017,2018,12768,11120
jaseem,1648,2018,2019,12999,11351
geran,-1648,2000,2001,9498,11146
jarvon,-1648,2001,2002,9801,11449
daemon,1648,1979,1980,6229,4581
elihue,1647,1929,1930,4139,2492
almir,1647,2023,2024,7306,5659
deepak,-1647,2008,2009,8464,10111
letcher,1647,1915,1916,3656,2009
jarad,1646,2007,2008,10239,8593
daimon,1645,2022,2023,10035,8390
cadan,1645,2019,2020,12451,10806
jcyon,1645,2013,2014,12984,11339
marsean,1645,2023,2024,13450,11805
range,1645,2021,2022,13627,11982
marcelo,1645,1921,1922,3134,1489
demarri,1644,2022,2023,12790,11146
nikoli,1644,2020,2021,6528,4884
boruch,1644,2012,2013,4411,2767
marquon,1644,2007,2008,13681,12037
kalden,-1644,2018,2019,11468,13112
maizen,1643,2023,2024,13430,11787
jarquavius,-1643,2001,2002,9799,11442
makbel,1643,2023,2024,13432,11789
josuel,1642,2014,2015,13009,11367
momar,-1642,2009,2010,11985,13627
dechlan,1642,2022,2023,12780,11138
mahib,1642,2023,2024,13427,11785
piyush,1641,2006,2007,10375,8734
deaton,-1641,2015,2016,10998,12639
kingsten,1641,2007,2008,6117,4476
machi,1640,2023,2024,13421,11781
cadien,1640,2012,2013,9857,8217
akwasi,-1640,2007,2008,10970,12610
jermey,1639,2018,2019,10134,8495
koan,1639,2023,2024,10295,8656
japheth,1639,2008,2009,4609,2970
aaronjames,1639,2006,2007,8734,7095
sahil,1638,1988,1989,4405,2767
bru,1638,2022,2023,9988,8350
elom,1638,2011,2012,12851,11213
raliegh,1637,1922,1923,4211,2574
snapper,1637,1973,1974,5779,4142
nic,1637,1976,1977,5406,3769
alphonza,1637,1962,1963,4056,2419
lucerys,1637,2023,2024,13403,11766
stepehn,1637,1985,1986,6428,4791
kison,1637,2021,2022,10312,8675
davidjames,1637,2008,2009,12952,11315
decoda,-1637,2002,2003,9648,11285
luck,1637,2023,2024,13405,11768
nils,1637,2022,2023,6062,4425
kolson,1637,2006,2007,7759,6122
donterius,-1637,1998,1999,6462,8099
khysen,1636,2015,2016,10151,8515
pellegrino,1636,1921,1922,4821,3185
devoris,-1636,1989,1990,5777,7413
jeffey,1636,1982,1983,6797,5161
jacarie,1636,2010,2011,13031,11395
sylvain,1636,1972,1973,5654,4018
council,1635,1921,1922,4482,2847
deair,1635,2022,2023,12772,11137
quban,1635,2021,2022,13601,11966
hakim,1635,2010,2011,4903,3268
jayland,-1635,2011,2012,11459,13094
jasin,-1634,2023,2024,11422,13056
brixxton,1634,2019,2020,12430,10796
khalid,1634,1965,1966,3730,2096
horton,1634,1951,1952,3941,2307
daschle,1634,2008,2009,12943,11309
melford,1634,1970,1971,5198,3564
jenziel,1634,2014,2015,12942,11308
bonner,-1633,1985,1986,5204,6837
zackarey,1633,2001,2002,12277,10644
alexzander,1633,1984,1985,6343,4710
oc,1632,1920,1921,4780,3148
khyland,-1632,2022,2023,11649,13281
crit,1632,1934,1935,3785,2153
alphonsa,1631,1960,1961,4049,2418
edger,1631,1930,1931,4155,2524
janier,-1631,2023,2024,11412,13043
anuraag,1631,2001,2002,9322,7691
jakov,-1631,2023,2024,11400,13031
jangelo,-1631,2023,2024,11411,13042
hodges,1630,1917,1918,4245,2615
makaden,1630,2007,2008,13642,12012
yazan,1630,1992,1993,5647,4017
daymond,1630,2021,2022,9012,7382
atreal,-1630,2004,2005,7579,9209
darshil,1630,2022,2023,12754,11124
dacorian,1630,2012,2013,12652,11022
jaja,1630,1982,1983,6772,5142
khaydin,-1630,2013,2014,11515,13145
kalleb,-1629,2014,2015,11419,13048
khiza,-1629,2022,2023,11648,13277
christhoper,1629,1971,1972,5022,3393
masashi,1629,1928,1929,4520,2891
japeth,1629,1978,1979,6221,4592
corwyn,-1629,2020,2021,10876,12505
daithi,1628,2022,2023,12733,11105
haider,1628,1995,1996,6096,4468
jamazi,-1628,2023,2024,11407,13035
cylar,-1628,2015,2016,10956,12584
drelan,1628,2011,2012,12802,11174
treyvon,1627,1988,1989,7206,5579
bartley,1627,1990,1991,5880,4253
braesyn,1626,2019,2020,12408,10782
yosgar,-1626,2011,2012,8061,9687
creo,1626,2017,2018,12674,11048
cedarius,1626,2000,2001,9264,7638
othar,1626,1921,1922,4808,3182
leovonni,1626,2023,2024,13375,11749
ibrahem,1626,2003,2004,10052,8426
norval,1626,1980,1981,6024,4398
maysn,-1626,2009,2010,11955,13581
herby,-1626,1998,1999,8892,10518
daimeon,1626,2008,2009,12907,11281
olof,1625,1921,1922,4802,3177
chaze,1625,2012,2013,12606,10981
dame,1625,2022,2023,12739,11114
gerrad,-1625,1998,1999,8859,10484
avet,-1625,2021,2022,10917,12542
lensky,1625,2023,2024,13370,11745
cristo,1624,2014,2015,5525,3901
bezalel,1624,2022,2023,9963,8339
daiven,1624,2008,2009,12911,11287
adekunle,-1624,1996,1997,6504,8128
colstyn,-1624,2020,2021,10865,12489
cordale,-1624,2020,2021,10872,12496
evo,1624,1919,1920,3534,1910
christphor,1623,1981,1982,5625,4002
jadir,-1623,2023,2024,11385,13008
daisean,1623,2008,2009,12909,11286
creig,1622,1973,1974,5240,3618
chalmus,1622,1928,1929,4249,2627
obadiah,1622,1969,1970,4835,3213
vishaal,1622,2001,2002,12229,10607
macade,1621,2007,2008,13625,12004
kiedis,1621,2015,2016,13140,11519
