name,f_sum,m_sum,total,per_diff
theresa,404613,1218,405831,198.79950028460124
aisa,558,5,563,196.4476021314387
seng,84,239,323,95.97523219814241
iversyn,25,10,35,85.71428571428571
zelma,16824,112,16936,197.3547472838923
danae,7443,6,7449,199.67780910189288
keymoni,111,64,175,53.714285714285715
hebron,5,77,82,175.609756097561
pearlie,18129,699,18828,185.14977692797962
fennec,10,139,149,173.15436241610738
raelyn,15768,96,15864,197.57942511346445
scottland,15,18,33,18.181818181818183
jeran,8,497,505,193.66336633663366
zayde,43,489,532,167.66917293233084
kamsiyochukwu,133,192,325,36.30769230769231
aarian,64,190,254,99.21259842519686
tuong,5,6,11,18.181818181818183
tery,34,130,164,117.07317073170731
shamaree,29,5,34,141.1764705882353
everson,28,835,863,187.02201622247972
kaedence,576,32,608,178.94736842105263
korbyn,778,3504,4282,127.32368052312005
riyaan,34,588,622,178.13504823151126
solar,120,110,230,8.695652173913043
azeriah,54,29,83,60.24096385542169
arlo,890,24245,25135,185.83648299184404
elyn,568,11,579,192.4006908462867
lawon,5,5,10,0.0
marrin,40,16,56,85.71428571428571
camarie,229,21,250,166.4
kadian,87,69,156,23.076923076923077
jaise,22,257,279,168.45878136200716
ishimwe,32,30,62,6.451612903225806
arona,15,6,21,85.71428571428571
zariah,14164,149,14313,195.83595332914135
jared,768,206351,207119,198.51679469290602
laykin,569,60,629,161.8441971383148
alyson,29730,10,29740,199.86550100874243
shailen,5,80,85,176.47058823529412
lacy,20211,6474,26685,102.9567172568859
kove,147,401,548,92.7007299270073
divya,2669,16,2685,197.61638733705774
meco,43,43,86,0.0
raelin,792,5,797,197.4905897114178
leonard,1412,294334,295746,198.09025312261198
sypher,5,5,10,0.0
chanler,176,458,634,88.95899053627761
eyram,37,30,67,20.8955223880597
mehar,626,46,672,172.61904761904762
saylor,14482,880,15362,177.08631688582216
breion,45,153,198,109.09090909090908
kohyn,22,83,105,116.1904761904762
terren,169,559,728,107.14285714285714
mckale,6,198,204,188.23529411764704
saia,214,13,227,177.09251101321587
alana,68264,31,68295,199.81843473167876
salma,10311,5,10316,199.80612640558354
townsend,11,871,882,195.01133786848072
tommie,17769,34446,52215,63.87819592071244
terrian,119,282,401,81.29675810473816
rubie,5271,46,5317,196.53940191837503
imena,21,10,31,70.96774193548387
kieryn,195,61,256,104.6875
emary,193,13,206,174.75728155339806
nur,647,216,863,99.88412514484357
rivan,10,224,234,182.9059829059829
blaize,275,1899,2174,149.40202391904324
jacqui,875,13,888,194.14414414414415
sylvester,627,43230,43857,194.28141459744168
rori,3301,64,3365,192.3922734026746
timi,649,5,654,196.94189602446482
ahmi,67,43,110,43.63636363636363
tucker,404,55150,55554,197.09111855131945
mardie,62,5,67,170.1492537313433
jude,3024,53982,57006,178.78118092832332
royse,10,26,36,88.88888888888889
shaquez,5,28,33,139.3939393939394
dessiah,17,99,116,141.3793103448276
jung,151,154,305,1.9672131147540985
jerrod,10,9361,9371,199.57315121118344
olis,35,114,149,106.04026845637584
aire,25,74,99,98.98989898989899
zora,10202,46,10248,198.20452771272443
shaquile,7,120,127,177.9527559055118
martine,2705,313,3018,158.51557322730287
shadoe,68,187,255,93.33333333333333
avneet,523,5,528,196.21212121212122
asten,8,46,54,140.74074074074073
nor,34,6,40,140.0
solaris,156,92,248,51.61290322580645
tari,2274,46,2320,192.06896551724137
marissa,120842,270,121112,199.10826342558954
zackery,5,17748,17753,199.88734298428434
qamar,383,171,554,76.53429602888086
ty,737,47607,48344,193.9020354128744
adie,151,16,167,161.67664670658684
almar,5,5,10,0.0
daryan,260,579,839,76.04290822407627
ramsey,2259,6602,8861,98.02505360568784
dailey,284,101,385,95.06493506493506
haden,167,3886,4053,183.51838144584258
destin,752,6124,6876,156.25363583478767
jasey,653,5,658,196.96048632218844
leavy,6,169,175,186.28571428571428
ziyon,109,876,985,155.73604060913706
reily,366,536,902,37.6940133037694
seann,5,517,522,196.1685823754789
courtlin,13,51,64,118.75
harriet,90306,121,90427,199.46476163092882
keylin,1180,315,1495,115.71906354515049
tristain,11,364,375,188.26666666666668
cristina,52428,270,52698,197.95058636001366
rosario,10974,5611,16585,64.67289719626169
shay,8227,5024,13251,48.343521243679724
chozyn,225,486,711,73.41772151898735
nettie,49443,88,49531,199.2893339524742
abiyah,27,10,37,91.8918918918919
fabian,327,44250,44577,197.06575139646006
johanna,54247,129,54376,199.05105193467708
quinnie,84,5,89,177.52808988764045
yinessa,6,5,11,18.181818181818183
chaun,11,435,446,190.13452914798205
dhani,97,244,341,86.21700879765396
demilade,41,76,117,59.82905982905983
ayrion,6,6,12,0.0
wayne,1604,354818,356422,198.19988665121681
corbie,12,5,17,82.35294117647058
mateo,85,126693,126778,199.7318146681601
frank,4611,915978,920589,197.99650006680505
albie,125,294,419,80.66825775656325
atzi,284,6,290,191.72413793103448
jodye,64,5,69,171.0144927536232
brit,147,628,775,124.12903225806451
harlo,447,306,753,37.45019920318725
kyndle,529,12,541,191.12754158964879
zahari,297,255,552,15.217391304347828
tyrelle,16,825,841,192.39001189060642
harley,31167,40705,71872,26.541629563668746
endy,15,534,549,189.07103825136613
deari,322,5,327,193.88379204892968
navari,11,96,107,158.87850467289718
dezire,962,28,990,188.68686868686868
na,223,34,257,147.08171206225683
lux,1653,1528,3181,7.859163784973279
justyce,2491,679,3170,114.32176656151421
tamari,705,406,1111,53.82538253825383
rus,92,11,103,157.28155339805824
leshun,7,21,28,100.0
arieon,66,139,205,71.21951219512195
faith,147851,291,148142,199.2142673920968
wanda,281214,972,282186,198.6221853670983
suttyn,361,9,370,190.2702702702703
righteous,55,278,333,133.93393393393393
trey,97,40476,40573,199.043699011658
richard,9530,2577552,2587082,198.52652525122897
daina,2522,5,2527,199.20854768500197
wylie,792,6073,6865,153.85287691187182
aylin,16872,63,16935,198.51195748449953
jaydeen,77,185,262,82.44274809160305
arline,17590,36,17626,199.1830250765914
luddie,201,23,224,158.92857142857142
zachery,38,29836,29874,199.4911963580371
arville,11,758,769,194.27828348504553
haddon,53,821,874,175.7437070938215
daley,472,152,624,102.56410256410255
light,78,162,240,70.0
marion,189218,72495,261713,89.19923733249782
dona,18857,175,19032,196.32198402690207
dalys,17,7,24,83.33333333333334
konner,159,5631,5790,189.01554404145077
brenner,10,1222,1232,196.75324675324674
iridian,581,7,588,195.23809523809524
leslie,270429,112989,383418,82.12446989969172
aari,30,77,107,87.85046728971963
tamiko,3001,42,3043,194.47913243509694
yeabsira,13,41,54,103.7037037037037
mona,45787,31,45818,199.72936400541272
rayden,367,6570,6937,178.83811445869972
yarel,620,281,901,75.24972253052165
khamari,642,2445,3087,116.81243926141885
loyalty,2334,442,2776,136.31123919308357
regan,16307,3746,20053,125.27801326484816
tayten,94,591,685,145.1094890510949
aaliyan,123,41,164,100.0
emori,1386,155,1541,159.76638546398442
neng,5,78,83,175.9036144578313
kiryn,56,28,84,66.66666666666666
braiden,152,7637,7789,192.1941199126974
juna,1039,5,1044,198.08429118773947
zaire,1432,9465,10897,147.4350738735432
lucious,5,4831,4836,199.58643507030604
susan,1123481,2541,1126022,199.097353337679
marquette,652,1277,1929,64.80041472265422
bronnie,65,8,73,156.16438356164383
reiss,64,211,275,106.9090909090909
marlo,7264,3680,10944,65.49707602339181
oaklyn,5027,373,5400,172.37037037037038
carlis,178,1221,1399,149.10650464617584
zyair,142,3049,3191,182.19993732372296
evie,21857,92,21949,198.32338603125427
kegan,237,3848,4085,176.79314565483477
canyon,259,3827,4086,174.645129711209
hailey,181434,276,181710,199.39243850090804
shaquill,17,155,172,160.46511627906978
hiro,5,912,917,197.81897491821155
breckin,162,1253,1415,154.20494699646642
lawren,1098,59,1157,179.60242005185825
tao,10,433,443,190.97065462753952
jamiah,2460,355,2815,149.55595026642985
quante,6,294,300,192.0
tyrice,29,965,994,188.32997987927564
unkown,42,49,91,15.384615384615385
cheron,635,99,734,146.04904632152588
josia,5,144,149,186.5771812080537
sherill,1019,61,1080,177.40740740740742
eliya,836,196,1032,124.03100775193798
layken,1240,310,1550,120.0
philip,1137,344036,345173,198.6823998400802
jourdin,146,81,227,57.268722466960355
humberto,10,16983,16993,199.7646089566292
torian,225,1545,1770,149.15254237288136
amrit,421,582,1003,32.103688933200395
temidayo,21,95,116,127.58620689655173
romain,5,536,541,196.30314232902032
vaden,6,568,574,195.81881533101046
jaimison,5,15,20,100.0
khari,1954,4766,6720,83.69047619047619
maxim,6,6992,6998,199.65704486996285
weston,120,75907,76027,199.3686453496784
grace,534935,1405,536340,198.95215721370772
dai,90,122,212,30.18867924528302
linzy,974,565,1539,53.15139701104613
maki,211,519,730,84.38356164383562
ronnelle,16,7,23,78.26086956521739
joda,95,17,112,139.28571428571428
maize,196,105,301,60.46511627906976
kyann,376,10,386,189.63730569948189
boe,22,1079,1101,192.00726612170754
tarae,109,10,119,166.38655462184875
shandy,728,115,843,145.43297746144722
mackensie,904,5,909,197.79977997799782
enrique,260,61234,61494,198.3087780921716
wavie,261,46,307,140.06514657980455
eris,2805,538,3343,135.62668262040083
bobbye,3172,97,3269,188.13092688895688
van,1762,29432,31194,177.40591139321666
alfreda,11383,35,11418,198.77386582588895
taytem,211,16,227,171.80616740088107
maxx,111,4078,4189,189.40081164955836
yeshia,82,10,92,156.52173913043478
clellie,7,5,12,33.33333333333333
tron,7,541,548,194.8905109489051
charlee,19268,481,19749,190.2577345688389
teylor,346,45,391,153.96419437340154
mieko,316,5,321,193.76947040498442
pryce,55,1282,1337,183.54525056095736
ozell,1116,1725,2841,42.87222808870116
eunice,80336,1178,81514,194.21939789484014
armanie,192,61,253,103.55731225296442
zihan,42,66,108,44.44444444444444
arvie,270,479,749,55.80774365821095
royale,930,678,1608,31.343283582089555
harrison,324,99138,99462,198.6969898051517
brienne,1504,5,1509,198.67461895294898
julis,5,221,226,191.1504424778761
yen,564,47,611,169.23076923076923
torance,39,42,81,7.4074074074074066
marche,411,7,418,193.30143540669857
ashlie,10073,5,10078,199.80154792617583
rayon,11,536,547,191.95612431444243
ulysses,25,18655,18680,199.4646680942184
zane,564,56664,57228,196.05787376808556
vola,677,17,694,190.20172910662825
theodora,12654,49,12703,198.45705738801857
okla,238,16,254,174.8031496062992
lorell,304,42,346,151.4450867052023
willa,32824,24,32848,199.70774476376033
louis,2847,406470,409317,197.2178042934938
ronell,326,1623,1949,133.09389430477168
rollie,24,3570,3594,197.3288814691152
shondel,24,24,48,0.0
riane,534,5,539,196.28942486085344
yohanan,10,118,128,168.75
emmaus,13,210,223,176.68161434977577
atticus,121,18322,18443,197.3756980968389
keiran,143,1043,1186,151.77065767284992
jamy,750,384,1134,64.55026455026454
dalton,432,85710,86142,197.99400989064569
kemoni,440,402,842,9.026128266033254
lucy,236969,644,237613,198.91588423192334
mikayla,56713,11,56724,199.92243142232564
shamell,65,128,193,65.28497409326425
brennan,2229,33258,35487,174.87530645024938
addington,10,8,18,22.22222222222222
rayel,74,6,80,170.0
rendy,141,17,158,156.96202531645568
kellie,50754,354,51108,197.22939657196525
brenin,5,200,205,190.2439024390244
zoel,36,120,156,107.6923076923077
alden,952,18221,19173,180.13873676524278
mya,62305,58,62363,199.6279845421163
kayon,6,350,356,193.25842696629215
kimm,392,96,488,121.31147540983606
maclaren,40,23,63,53.96825396825397
nicola,5078,3012,8090,51.075401730531524
tayden,171,3023,3194,178.58484658735128
kao,244,475,719,64.25591098748261
jarred,8,13255,13263,199.75872728643594
bradynn,5,15,20,100.0
abie,67,733,800,166.5
maud,13159,31,13190,199.05989385898408
verlan,5,319,324,193.82716049382717
erlin,11,362,373,188.20375335120642
aadyn,16,595,611,189.5253682487725
leyan,145,7,152,181.57894736842107
jayce,1739,45423,47162,185.2508375386964
cyre,39,26,65,40.0
kunta,8,303,311,189.71061093247587
nitya,1136,10,1146,196.50959860383944
baraka,23,393,416,177.8846153846154
ilhan,422,167,589,86.5874363327674
keron,76,970,1046,170.93690248565966
demeatrice,41,18,59,77.96610169491525
hershel,5,10329,10334,199.80646409909036
jaqueline,15508,23,15531,199.40763634022278
jean,458436,25039,483475,179.28414085526657
reili,5,6,11,18.181818181818183
estefany,5660,5,5665,199.64695498676082
nephtali,6,132,138,182.6086956521739
atlas,1333,25893,27226,180.41577903474618
viridiana,4268,5,4273,199.5319447694828
hasel,400,6,406,194.08866995073893
tillman,7,3732,3739,199.25113666755817
itamar,16,310,326,180.3680981595092
tiera,4075,6,4081,199.4119088458711
gold,28,16,44,54.54545454545454
andera,735,18,753,190.4382470119522
angie,65665,131,65796,199.2035990029789
anissa,12498,5,12503,199.84003839078622
oluwatise,23,57,80,85.0
tija,114,5,119,183.19327731092437
harland,24,5813,5837,198.3553195134487
jordy,247,6687,6934,185.7513700605711
harnoor,368,97,465,116.55913978494623
iniki,45,7,52,146.15384615384613
mccauley,21,94,115,126.95652173913044
jonay,151,10,161,175.1552795031056
bethel,5221,1016,6237,134.8404681738015
laura,801811,2579,804390,198.717537512898
hadyn,492,548,1040,10.76923076923077
davin,344,10636,10980,187.46812386156648
lawanda,12093,6,12099,199.8016364988842
tennyson,398,1188,1586,99.62168978562421
graylyn,134,5,139,185.6115107913669
max,1119,167458,168577,197.34483351821424
jamarie,113,643,756,140.2116402116402
ozie,1235,933,2168,27.85977859778598
mickael,11,1492,1503,197.07252162341982
darrie,21,104,125,132.8
tresor,10,26,36,88.88888888888889
damir,5,3444,3449,199.42012177442737
nyle,44,2173,2217,192.06134415877312
xavia,766,11,777,194.33719433719435
monnie,1861,258,2119,151.2977819726286
kyree,919,8202,9121,159.69740160070168
shawan,236,59,295,120.0
suede,120,393,513,106.43274853801171
suan,106,61,167,53.89221556886228
melvin,2139,244936,247075,196.53708388141254
richie,431,7144,7575,177.24092409240924
oziyah,5,7,12,33.33333333333333
tamryn,398,15,413,185.4721549636804
temani,10,10,20,0.0
carline,1656,5,1661,198.7959060806743
carmelo,5,13168,13173,199.84817429590828
weylyn,24,202,226,157.52212389380531
dah,17,20,37,16.216216216216218
oluwafikayomi,26,17,43,41.86046511627907
marshay,766,5,771,197.40596627756162
joee,94,5,99,179.7979797979798
lupe,18621,6025,24646,102.21536963401769
jona,1751,526,2277,107.59771629336848
jasyah,19,112,131,141.98473282442748
daniella,33889,6,33895,199.92919309632688
elver,49,305,354,144.63276836158192
yaphet,5,261,266,192.4812030075188
mychel,10,10,20,0.0
linux,5,82,87,177.01149425287358
anias,31,390,421,170.5463182897862
neyamiah,6,5,11,18.181818181818183
omani,80,73,153,9.15032679738562
robie,642,1176,1818,58.745874587458744
reeve,239,944,1183,119.18850380388841
moxley,22,97,119,126.05042016806722
giordan,14,114,128,156.25
rondell,67,2798,2865,190.6457242582897
coley,348,2029,2377,141.43878838872527
chasity,24414,23,24437,199.62352170888406
theryn,16,43,59,91.52542372881356
johany,106,50,156,71.7948717948718
teagan,29421,5595,35016,136.08636052090472
kannon,141,6040,6181,190.87526290244296
quillie,36,47,83,26.506024096385545
adryan,189,1410,1599,152.72045028142588
deveraux,5,34,39,148.71794871794873
misty,84654,237,84891,198.88327384528395
chadney,5,43,48,158.33333333333331
kaylynn,12252,5,12257,199.83682793505753
rocket,45,384,429,158.04195804195805
alfonso,115,41464,41579,198.89367228649078
fidelis,114,49,163,79.75460122699386
astin,157,452,609,96.88013136288998
jan,54531,22403,76934,83.52094002651623
schell,5,7,12,33.33333333333333
yara,7534,31,7565,198.36087243886317
shermain,5,5,10,0.0
rain,3618,1188,4806,101.12359550561798
alonza,6,3315,3321,199.27732610659442
briar,7002,6347,13349,9.813469173720877
nekia,811,50,861,176.7711962833914
gabriella,137636,68,137704,199.802474873642
marqui,59,307,366,135.5191256830601
handy,5,538,543,196.31675874769797
tanay,331,573,904,53.53982300884957
nay,11,78,89,150.56179775280899
shakur,9,1613,1622,197.78051787916152
sher,124,177,301,35.21594684385382
welles,10,470,480,191.66666666666669
mendy,2160,899,3059,82.44524354364171
patsy,119448,7713,127161,175.73784415032912
kylian,12,3738,3750,198.72
chay,54,375,429,149.65034965034965
rema,1207,10,1217,196.71322925225965
selmer,10,759,769,194.79843953185957
gideon,32,22270,22302,199.4260604430096
bristol,11043,573,11616,180.2685950413223
norman,1602,253160,254762,197.48471122066871
donelle,1127,323,1450,110.89655172413792
makhari,45,334,379,152.5065963060686
chang,5,307,312,193.5897435897436
makkah,114,7,121,176.85950413223142
tarahji,109,7,116,175.86206896551724
rocco,5,31679,31684,199.93687665698775
malaki,5,4786,4791,199.58255061573783
amandeep,183,238,421,26.128266033254157
siyah,252,52,304,131.57894736842107
thelma,225460,1142,226602,197.98413076671875
markelle,125,232,357,59.943977591036415
koran,10,629,639,193.74021909233176
adna,585,12,597,191.95979899497488
tryston,10,1328,1338,197.01046337817638
oluwatobiloba,36,237,273,147.25274725274727
moran,5,52,57,164.91228070175438
chanel,19097,85,19182,198.22750495255968
carlan,25,40,65,46.15384615384615
vallon,22,43,65,64.61538461538461
kenyetta,2735,128,2863,182.1166608452672
dayln,6,89,95,174.73684210526318
ralph,1840,414018,415858,198.2301651044347
alpha,7188,2857,10045,86.23195619711299
makhi,52,4131,4183,195.0274922304566
chea,80,15,95,136.8421052631579
greycen,11,195,206,178.64077669902915
selester,5,5,10,0.0
tallie,561,112,673,133.43239227340266
cai,495,1450,1945,98.20051413881748
anaiah,3445,18,3463,197.92087785157378
dane,386,33593,33979,195.4560169516466
perfect,36,18,54,66.66666666666666
caton,58,199,257,109.72762645914398
oceann,58,13,71,126.7605633802817
khamoni,58,60,118,3.389830508474576
bowie,1285,2235,3520,53.97727272727273
brayden,1058,136548,137606,196.92455270845747
phenyx,123,35,158,111.39240506329114
matisse,220,362,582,48.797250859106526
oaklynd,27,61,88,77.27272727272727
bille,28,23,51,19.607843137254903
gianni,3429,15487,18916,127.48995559314866
wilde,17,151,168,159.52380952380955
anant,22,385,407,178.3783783783784
mitsuru,5,171,176,188.63636363636365
chozen,218,1555,1773,150.81782289904118
lynkin,6,178,184,186.95652173913044
carnie,22,90,112,121.42857142857142
benton,6,10415,10421,199.76969580654446
roxanne,59532,55,59587,199.63079195126454
benji,63,2285,2348,189.26746166950596
jonquil,214,55,269,118.21561338289963
nichelle,5543,5,5548,199.63950973323722
lyric,20875,4677,25552,126.78459611772072
ajaye,5,6,11,18.181818181818183
kristy,70524,179,70703,198.98731312674144
kiley,19175,1097,20272,178.35438042620365
phoenix,16064,24571,40635,41.87030884705303
early,373,3989,4362,165.79550664832647
dimitri,99,9594,9693,195.91457753017642
terrion,111,1679,1790,175.19553072625698
azahni,14,5,19,94.73684210526315
erron,15,860,875,193.14285714285714
shoua,282,83,365,109.04109589041096
saphir,5,5,10,0.0
chandlar,111,61,172,58.139534883720934
nichola,864,127,991,148.73864783047426
forever,606,94,700,146.28571428571428
hao,5,449,454,195.59471365638768
cairee,5,57,62,167.74193548387098
tailyn,786,38,824,181.55339805825244
quintin,7,15558,15565,199.8201092194025
adoniyah,12,6,18,66.66666666666666
cayle,133,250,383,61.096605744125334
ada,106905,278,107183,198.9625220417417
dennys,83,477,560,140.71428571428572
leandre,15,1659,1674,196.415770609319
alyric,364,17,381,182.1522309711286
audley,5,694,699,197.1387696709585
lourdes,14805,69,14874,198.1444130697862
corrie,8567,1284,9851,147.8631611003959
raevon,11,122,133,166.91729323308272
kenyatta,4255,3216,7471,27.814214964529516
monzerrat,564,5,569,196.48506151142357
andriel,31,196,227,145.37444933920705
keiren,5,93,98,179.59183673469389
aza,508,115,623,126.1637239165329
naomi,191547,290,191837,199.39531998519578
sadler,55,192,247,110.93117408906883
aundrey,5,315,320,193.75
vance,138,27012,27150,197.9668508287293
amiel,62,1251,1313,181.11195734958113
carlus,10,525,535,192.52336448598132
kaydence,17574,885,18459,180.8223630749228
yandel,9,3739,3748,199.0394877267876
clinnie,6,5,11,18.181818181818183
adali,702,24,726,186.77685950413223
kaia,20909,58,20967,198.89349930843707
warren,984,184518,185502,197.87818999256072
tyaire,10,387,397,189.92443324937028
matt,5,23887,23892,199.9162899715386
monserrat,8070,26,8096,198.71541501976284
shaunte,1698,88,1786,180.29115341545352
arya,29536,2335,31871,170.69436164538294
zephaniah,477,3380,3857,150.5315011667099
jonas,28,28560,28588,199.60822722820762
rilei,76,5,81,175.30864197530863
khylar,68,55,123,21.138211382113823
amerius,5,5,10,0.0
fernie,11,344,355,187.6056338028169
truly,1092,5,1097,198.17684594348222
adisson,119,5,124,183.8709677419355
yolanda,112918,537,113455,198.10673835441364
alijha,11,48,59,125.42372881355932
daylon,10,3284,3294,198.78567091681848
diabolique,14,7,21,66.66666666666666
eben,6,3608,3614,199.33591588267848
erike,17,11,28,42.857142857142854
chiquita,6219,6,6225,199.6144578313253
justiss,147,18,165,156.36363636363637
tevin,59,11717,11776,197.99592391304347
keani,526,54,580,162.75862068965517
keny,11,217,228,180.70175438596493
amil,264,982,1246,115.24879614767256
jiwoo,63,28,91,76.92307692307693
rozay,39,56,95,35.78947368421053
kore,12,77,89,146.06741573033707
reedie,5,10,15,66.66666666666666
maurya,130,26,156,133.33333333333331
elwood,53,20786,20839,198.98267671193435
rashaun,182,3132,3314,178.0325890162945
maddison,24063,53,24116,199.12091557472218
demauria,11,9,20,20.0
tyran,56,2279,2335,190.406852248394
siren,149,5,154,187.012987012987
lafrance,60,29,89,69.66292134831461
brion,89,2807,2896,187.707182320442
oakie,10,10,20,0.0
judaea,144,5,149,186.5771812080537
gagandeep,51,129,180,86.66666666666667
kamorie,86,10,96,158.33333333333331
jourdyn,811,136,947,142.55543822597676
reyn,50,298,348,142.52873563218392
taigen,36,26,62,32.25806451612903
ihsan,49,655,704,172.1590909090909
aaden,5,5074,5079,199.60622169718448
dylann,906,387,1293,80.2784222737819
gen,12,67,79,139.24050632911394
jorah,78,276,354,111.86440677966101
reise,119,122,241,2.4896265560165975
yardley,107,99,206,7.766990291262135
adriene,2377,61,2438,189.9917965545529
rommy,9,36,45,120.0
madrid,37,5,42,152.38095238095238
terin,343,181,524,61.832061068702295
johnelle,425,13,438,188.12785388127853
ekamjot,11,60,71,138.0281690140845
dajour,23,666,689,186.64731494920176
chesley,625,2294,2919,114.35423090099349
amory,630,679,1309,7.4866310160427805
yichen,75,231,306,101.96078431372548
kary,1962,1416,3378,32.326820603907635
nijah,1219,184,1403,147.54098360655738
ana,111359,601,111960,197.8528045730618
rubi,9051,14,9065,199.3822393822394
edner,33,7,40,130.0
iasiah,7,68,75,162.66666666666666
markell,219,4717,4936,182.25283630470017
vishwa,16,272,288,177.77777777777777
nieves,986,595,1581,49.46236559139785
kingslee,176,262,438,39.26940639269406
kaili,2890,41,2931,194.4046400545889
jahaan,5,254,259,192.27799227799227
kalifa,81,5,86,176.74418604651163
saned,5,6,11,18.181818181818183
leven,10,235,245,183.67346938775512
jewel,41485,5243,46728,155.1189864749187
joedy,15,181,196,169.3877551020408
kawaii,43,10,53,124.52830188679245
domanic,11,1192,1203,196.34247714048212
rmoni,122,23,145,136.55172413793105
vern,485,11497,11982,183.80904690368885
ailani,7899,6,7905,199.69639468690704
calen,226,2494,2720,166.76470588235296
giavonni,273,115,388,81.44329896907216
venice,2946,286,3232,164.60396039603958
blondell,1475,15,1490,195.97315436241612
ziyi,20,5,25,120.0
kylyn,397,151,548,89.78102189781022
tomeka,3628,6,3634,199.33957072096865
vennie,1339,71,1410,179.8581560283688
hiromi,322,16,338,181.06508875739644
odie,1589,2623,4212,49.097815764482434
eron,192,1396,1588,151.63727959697732
merdith,62,63,125,1.6
chevon,555,63,618,159.2233009708738
mancy,15,5,20,100.0
rainier,46,874,920,180.0
luis,1541,292959,294500,197.90696095076402
jessamyn,726,5,731,197.2640218878249
amaru,41,984,1025,184.0
breyan,10,20,30,66.66666666666666
nasri,5,98,103,180.58252427184468
zyrie,37,88,125,81.6
gabrial,264,1627,1891,144.15653093601267
jaton,62,55,117,11.965811965811966
karina,61464,253,61717,198.36025730349823
azuri,1020,6,1026,197.66081871345028
phenix,360,510,870,34.48275862068966
saquan,7,773,780,196.4102564102564
olin,5,9929,9934,199.79867123011877
lenyx,252,252,504,0.0
keyonta,102,219,321,72.89719626168224
ruah,180,18,198,163.63636363636365
takai,48,457,505,161.980198019802
amo,10,5,15,66.66666666666666
mikele,65,66,131,1.5267175572519083
morgen,1862,592,2454,103.50448247758762
tyrion,7,759,766,196.34464751958225
arbie,137,513,650,115.6923076923077
santi,48,1002,1050,181.71428571428572
loice,52,6,58,158.6206896551724
aramis,196,2253,2449,167.9869334422213
khairi,10,516,526,192.3954372623574
eastyn,757,1139,1896,40.29535864978903
turi,19,5,24,116.66666666666667
mclaren,27,110,137,121.16788321167884
mckinsey,1080,22,1102,192.01451905626135
sana,4873,5,4878,199.589995899959
soren,679,10946,11625,176.63655913978496
ijah,57,11,68,135.29411764705884
kanan,11,1809,1820,197.58241758241758
ewell,7,2051,2058,198.63945578231292
shamair,16,5,21,104.76190476190477
auburn,1337,728,2065,58.98305084745763
bonnie,328675,4037,332712,195.1465531751184
ted,264,75160,75424,198.5999151463725
shaunta,1193,37,1230,187.96747967479675
zikora,85,37,122,78.68852459016394
hart,88,1211,1299,172.9022324865281
selby,293,688,981,80.53007135575942
nate,301,4490,4791,174.8695470674181
jakori,10,598,608,193.42105263157893
lean,671,221,892,100.89686098654708
brynn,29816,395,30211,194.77011684485782
onnie,1079,657,1736,48.61751152073733
rielly,263,196,459,29.193899782135073
mauricio,6,24225,24231,199.90095332425406
cyprus,21,281,302,172.18543046357615
lile,90,31,121,97.52066115702479
carla,150390,425,150815,198.87279116798726
bracy,5,81,86,176.74418604651163
will,658,45952,46610,194.35314310233855
evann,336,436,772,25.906735751295333
senai,184,136,320,30.0
negan,6,288,294,191.83673469387753
december,1608,11,1619,197.28227300802965
kyah,3114,27,3141,196.56160458452723
taedyn,5,116,121,183.4710743801653
brianne,20473,31,20504,199.39523995317987
chun,22,98,120,126.66666666666666
nickita,40,21,61,62.295081967213115
orian,91,725,816,155.3921568627451
jeriyah,240,45,285,136.8421052631579
dakotah,2314,3151,5465,30.631290027447395
samone,2216,5,2221,199.0995047276002
laquay,12,5,17,82.35294117647058
azarya,148,51,199,97.48743718592965
sonja,39513,44,39557,199.55507242713045
masa,533,12,545,191.19266055045873
lucile,34887,96,34983,198.90232398593605
reign,7989,4002,11991,66.49987490617963
jolene,36224,12,36236,199.86753504801854
brooke,198491,2030,200521,195.95054882032306
alan,1076,363313,364389,198.81884469619007
moe,62,733,795,168.80503144654088
gaelen,18,156,174,158.6206896551724
shayne,2960,10741,13701,113.58295014962411
eldee,5,6,11,18.181818181818183
kayman,21,183,204,158.8235294117647
glendon,64,4695,4759,194.6207186383694
tyrea,88,13,101,148.5148514851485
adoree,102,40,142,87.32394366197182
recie,147,5,152,186.8421052631579
quanta,93,70,163,28.22085889570552
katsumi,5,265,270,192.59259259259258
monica,251274,983,252257,198.44127219462692
calvary,146,114,260,24.615384615384617
maxwell,735,108732,109467,197.31425909178108
greysyn,11,151,162,172.8395061728395
chase,3798,181160,184958,191.78624336335815
indra,813,130,943,144.85683987274655
astyn,55,29,84,61.904761904761905
enis,293,274,567,6.701940035273369
ebby,29,5,34,141.1764705882353
copper,163,429,592,89.86486486486487
kaison,16,7182,7198,199.1108641289247
lawsen,5,208,213,190.61032863849766
jasmeet,207,64,271,105.53505535055349
ferrin,95,28,123,108.9430894308943
elwyn,105,3231,3336,187.41007194244602
oluwatomisin,136,64,200,72.0
hezekiah,15,11213,11228,199.46562166013538
ivey,4917,1803,6720,92.67857142857143
kishon,20,262,282,171.63120567375887
dalin,27,436,463,176.67386609071275
dominique,50786,23557,74343,73.25235731676149
gere,22,11,33,66.66666666666666
melek,578,67,645,158.4496124031008
joriah,10,19,29,62.06896551724138
delorean,46,297,343,146.35568513119534
lashaun,1275,887,2162,35.892691951896396
